1	260	211,5	8	2	10	15
2	285	216,25	13	10	9	7
3	285	231,25	13	10	9	7
4	300	241,25	8	12	9	7
5	290	244,25	9	8	10	15
6	300	243,25	13	8	10	7
7	300	249,75	8	12	9	7
8	300	250,25	13	8	9	7
9	300	257	8	12	10	7
10	300	260,25	8	13	10	7
11	300	278,5	8	13	10	7
12	300	266,25	8	12	9	7
13	300	271	8	12	9	7
14	305	285	8	12	10	11
15	305	299,75	8	12	10	11
16	305	286,75	8	12	7	11
17	305	299,25	8	12	10	11
18	305	295,25	8	12	10	11
19	305	289,25	8	12	10	11
20	305	293,5	8	12	10	11
21	305	289	8	12	10	11
22	305	292,5	8	12	10	11
23	305	292,5	8	12	10	11
24	305	301,25	8	12	9	11
25	305	289,75	8	12	10	11
26	305	296	8	12	9	11
27	325	297	8	15	9	11
28	325	291,5	8	15	9	11
29	325	308,25	8	15	9	11
30	325	305	8	15	10	11
31	325	303,75	8	15	10	11
32	325	312,5	8	15	9	11
33	325	312	8	15	9	11
34	325	309,75	8	15	6	11
35	325	321	8	15	9	11
36	325	307,75	8	15	9	11
37	325	297,5	8	15	10	11
38	325	294,5	8	15	9	11
39	325	293,5	8	15	9	11
40	325	306	8	15	9	11
41	325	314,75	8	15	9	11
42	325	307	8	15	7	11
43	325	308,75	8	15	9	11
44	325	308,5	8	15	7	11
45	325	296	8	15	7	11
46	325	307	8	15	7	11
47	325	309,75	8	15	7	11
48	325	309,25	8	15	6	11
49	325	306	8	15	9	11
50	325	302,75	8	15	10	11
51	325	300,5	8	15	7	11
52	325	293,5	8	15	10	11
53	325	300,5	8	15	10	11
54	325	302,5	8	15	10	11
55	325	307,5	8	15	10	11
56	325	321,25	8	15	10	11
57	325	299	8	15	10	11
58	325	309,75	8	15	10	11
59	325	319	8	15	10	11
60	325	319,5	8	15	10	11
